title,company,category,status,min_edu,min_exp,description,urlJob,urlImg
Junior Social Media Specialist,Start Friday Asia,Marketing,Magang · Kerja di kantor,Minimal SMA/SMK,Pengalaman kurang dari 1 tahun,"Deskripsi pekerjaan Junior Social Media Specialist Start Friday AsiaAs Junior SocMed Specialist, you have main responsibilities such as:Work alongside the team to create a plan for social media strategies monthly.Assist in the growth of the brand by raising awareness through various social media platforms. Mainly on Instagram and/or Tiktok.Monitor postings to ensure brand message is constant from the terminology used to images posted.Implementing plans to increase followers on Instagram and/or Tiktok.Help create content as dictated by the monthly editorial calendar to promote sales, blogs and products.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/junior-social-media-specialist/ca537d08-342d-45e3-b14a-eda182448c87?utm_referrer=explore&traceInfo=b9e7e8ad-549f-42d5-8a80-882f7f98310e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9bfd98686829b5e3b66805dcb086de7a.png
Content Creator Internship,Bee Accounting,Marketing,Magang · Kerja di kantor,Minimal SMA/SMK,Pengalaman kurang dari 1 tahun,"Deskripsi pekerjaan Content Creator Internship Bee AccountingTugas dan Tanggung Jawab:1. Membuat  dan memposting konten gambar menarik untuk Instagram dan TikTok2. Membuat konten harian di Instagram Story dan TikTok Story3. Bersedia menjadi talent untuk foto dan video4. Membantu merespon komentar dan Direct Message (DM) di akun sosial media kami5. Aktif memberikan komentar di akun-akun sosial media lain6. Membantu pengelolaan akun sosial media lainnya: Facebook, YouTubeKualifikasi yang Dibutuhkan:1. SMK atau mahasiswa atau fresh graduate (semua jurusan diperbolehkan)2. Punya kemampuan dasar desain grafis atau editing video (nilai plus jika familiar dengan Canva, Adobe Photoshop, atau aplikasi editing video lainnya)3. Aktif menggunakan Instagram, TikTok, dan platform sosial media lainnya4. Kreatif, komunikatif, dan update dengan tren terbaru di sosial media5. Terbiasa bekerja dengan deadline dan memiliki time management yang baik6. Bersedia bekerja secara onsitePeriode Magang : Minimal 3 BulanKeuntungan Magang:1. Pengalaman bekerja langsung di dunia content creation2. Kesempatan memperluas portofolio dan menambah pengalaman bekerja di dunia digital marketing3. Sertifikat magang dan rekomendasi kerja4. Networking dan belajar langsung dari tim profesionalLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/content-creator-internship/adee654f-4329-4308-af29-f582f2ed25be?utm_referrer=explore&traceInfo=b9e7e8ad-549f-42d5-8a80-882f7f98310e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7e31b3adb82c641e367db5f13c2ea258.jpg
Digital Marketing Staff,PT Nirwana Ritel Indonesia,Marketing,Penuh Waktu · Kerja di kantor,Minimal Sarjana (S1),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Digital Marketing Staff PT Nirwana Ritel IndonesiaCompany DescriptionUrban Traveller & Co Indonesia, offers a wide range of products designed specifically to meet the needs of urban lifestyles. From backpacks and luggage to travel accessories and tech gear, each of our products is carefully selected to ensure outstanding quality and comfort. With leading and innovative brands from around the world, we provide the best choices for our customers. Job Description:Responsible for creating promotional campaigns and other strategies to increase revenue and achieve sales targets.Conduct market research and analyze customer feedback to identify trends and opportunities in the market.Build and maintain professional relationships with clients, prepare reports, and collaborate with cross-department teams.Develop, manage, and execute comprehensive Social Media Management strategies while ensuring content aligns with the company’s brand.Reach out to and establish networks with Key Opinion Leaders (KOLs) for various product categories on social media, managing communication and fostering strong relationships with media, KOLs, and third-party agencies for collaborative campaigns.Utilize analytics tools (e.g., i-seller database) to create monthly campaign performance reports.Develop and manage email marketing campaigns to nurture leads and strengthen customer relationships.Plan and execute online advertising campaigns on platforms such as Google Ads, Facebook Ads, and Instagram Ads.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/digital-marketing-staff/0b86fb52-78c5-4426-bc7f-92147ab309ec?utm_referrer=explore&traceInfo=b9e7e8ad-549f-42d5-8a80-882f7f98310e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7197fb6a64c3a32f0e06f576d61ddf8b.png
Marketing Communication Internship,Hayfa Skin,Marketing,Magang · Kerja di kantor,Minimal Sarjana (S1),Pengalaman kurang dari 1 tahun,"Deskripsi pekerjaan Marketing Communication Internship Hayfa SkinKualifikasi:Mahasiswa Akhir (sudah tidak ada kelas) / Fresh Graduate semua jurusanMemiliki ketertarikan di dunia kecantikanMemiliki pengetahuan dasar terkait beauty marketing industryUp-to-date tentang tren kecantikanFamiliar dengan key opinion leadersMemiliki skil komunikasi dan negosiasiBersedia mematuhi Kebijakan WFOPenempatan: Hayfa Office Tembalang, SemarangLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/marketing-communication-internship/d3a211c1-f634-4af0-8be5-b186cd3686e1?utm_referrer=explore&traceInfo=b9e7e8ad-549f-42d5-8a80-882f7f98310e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/677ac1705f726e17ca52699a52c308f1.png
Community Engagement Officer,Solar Chapter,Marketing,Kontrak · Hybrid,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan Community Engagement Officer Solar ChapterDeskripsi Pekerjaan:Solar Chapter adalah organisasi yang fokus pada keberlanjutan, energi terbarukan, dan pengembangan komunitas. Kami sedang mencari CommunityEngagement Officer yang memiliki passion untuk pemberdayaan pemuda dan keberlanjutan. Posisi in akan mendukung Program Coordinator dalam mengembangkan serta mengelola program pembelajaran yang bertujuan untuk memberdayakan pemuda di Nusa Tenggara Timur dengan fokus pada energi surya dan pengelolaan air. Jika Anda memiliki semangat untuk memberikan dampak positif bagi komunitas pedesaan, kami ingin Anda bergabung dengan tim kami.

Lingkup Pekerjaan:Bekerja sama dengan Program Coordinator untuk merancang dan melaksanakan program pembelajaran yang berfokus pada energi surya dan pengelolaan air di daerah pedesaan. Anda akan membantu mengumpulkan feedback dari peserta pemuda dan pemangku kepentingan komunitas untuk memastikan relevansi dan keberhasilan program.Bertanggung jawab dalam memastikan kelancaran operasional kegiatan program seperti workshop, pelatihan, dan kerja lapangan. Anda akan berperan penting dalam menjaga komunikasi yang efektif antara pelatih, fasilitator, dan peserta.Membantu dalam mengembangkan strategi untuk merekrut dan melibatkan pemuda setempat, serta mempromosikan inklusivitas dalam setiap kegiatan program. In termasuk memanfaatkan saluran komunikasi seperti sekolah, komunitas, dan media sosial. Ikut serta membangun hubungan dengan pemerintah lokal, lembaga non- profit, institusi pendidikan, dan mitra program setempat untuk meningkatkan dampak dan jangkauan.Mendukung pemantauan kemajuan program, menyiapkan laporan untuk donatur, dan membantu dalam menilai efektivitas program agar selaras dengan tujuan organisasi.

Kualifikasi:Lulusan SMA, Fresh Graduate, atau Sarjana (S1) di bidang terkait sepertiPendidikan, Ilmu Lingkungan, Pembangunan Sosial, atau bidang relevan lainnya.Memiliki pengalaman dalam koordinasi program, keterlibatan komunitas pemuda, atau manajemen proyek, lebih disukai di sektor non-profit atau pembangunan.Kemampuan komunikasi interpersonal yang kuat dan dapat berkolaborasi secara efektif dengan pemangku kepentingan yang beragam, termasuk komunitas lokal dan pemerintah.Memiliki semangat untuk keberlanjutan, pembangunan pedesaan, dan memberikan dampak positif di komunitas yang kurang terlayani.Kemampuan untuk mengelola banyak tugas dan proyek secara bersamaan dengan perhatian terhadap detail.Pengetahuan tentang pelaporan, teknik pemantauan dan evaluasi program akan menjadi nilai tambah.Mampu bekerja secara mandiri dengan supervisi minimal, namun juga menjadi anggota tim yang proaktif dan dapat beradaptasi dengan cepat.Pengalaman dalam merancang dan mengelola program pendidikan atau menulis proposal dan laporan adalah nilai tambah.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/community-engagement-officer/30ccd1a4-bd4e-424f-83ff-d4efb628ddbd?utm_referrer=explore&traceInfo=b9e7e8ad-549f-42d5-8a80-882f7f98310e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/1e154f12f452b01c032b48a29db50357.png
Marketing and Event Assistant Manager,American Embassy Commissary Recreation Association,Marketing,Penuh Waktu · Kerja di kantor,Minimal Sarjana (S1),3 - 5 tahun pengalaman,"Deskripsi pekerjaan Marketing and Event Assistant Manager American Embassy Commissary Recreation AssociationMarketing and Event Assistant Manager will be responsible for developing and implementing marketing strategies to promote the sports club and its events. This role will also oversee the planning, coordination, and execution of club events, ensuring they meet organizational goals and provide an exceptional experience for members and guests. Schedule is flexible but will be 40 hours per week on site in South Jakarta. Responsibilities:1. Marketing Strategy DevelopmentCreate and execute comprehensive marketing plans to increase club membership and promote events.Utilize various marketing channels, including social media, email marketing, and traditional advertising, to reach target audiences.Analyze market trends and competitor activities to identify opportunities for growth.2. Event Planning and CoordinationPlan and manage all aspects of club events, including scheduling, budgeting, and vendor management.Collaborate with internal teams and external partners to ensure successful event execution.Develop event promotion strategies to maximize attendance and engagement.3. Communication and Public RelationsServe as the primary point of contact for all marketing, collaboration and event-related inquiries.Prepare releases, promotional materials, and other communications to enhance the club's visibility.Build and maintain relationships with local media, sponsors, and community organizations.4. Budget ManagementDevelop and manage marketing and event budgets, ensuring all activities are cost-effective and within financial guidelines.Monitor expenses and provide regular reports on budget performance.5. Continuous ImprovementIdentify areas for improvement in Marketing & Event area, policies, and procedures.Develop innovative solutions to enhance efficiency and member experience.*Specific objectives and revenue targets will be provided during the onboarding process. Qualifications:Strong understanding of marketing principles and best practices.Excellent organizational and project management skills, with the ability to manage multiple tasks and deadlines.Exceptional communication and interpersonal skills, with a focus on customer service.Proficiency in digital marketing tools and social media platforms.        Excellent organizational and time management abilities, with a keen attention to detail.A minimum of conversant level English language skills.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/marketing-and-event-assistant-manager/5c2b3d1b-3cee-4a20-91c0-ab775ca199ef?utm_referrer=explore&traceInfo=b9e7e8ad-549f-42d5-8a80-882f7f98310e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/10f5fa03ffea75f22909afe620d68958.jpeg
Business consultant,PT Garuda Perkasa Group,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan Business consultant PT Garuda Perkasa GroupJobdesk Business Consultant adalah ahli yang dapat memberikan wawasan, saran, dan panduan untuk membantu meningkatkan efisiensi, produktivitas, dan profitabilitas bisnis Anda. Kami sedang mencari seorang Business Consultant untuk menjadi bagian dari tim kami. Kami mencari individu yang bersemangat dan berkomunikasi dengan baik untuk menjadi Business Consultant kami. Sebagai Business Consultant, Anda akan bertanggung jawab untuk memberikan panduan strategis kepada klien kami dalam mengembangkan dan meningkatkan kinerja bisnis mereka. Anda akan berkolaborasi dengan tim manajemen klien untuk menganalisis proses bisnis, identifikasi peluang pertumbuhan, dan memberikan solusi yang tepat guna untuk mencapai tujuan bisnis mereka.Tugas dan Tanggung JawabMenganalisis proses bisnis klien dan melakukan evaluasi menyeluruh untuk mengidentifikasi permasalahan atau area yang perlu ditingkatkan.Melakukan penelitian pasar dan analisis industri untuk memahami tren bisnis terkini dan mengidentifikasi peluang pertumbuhan.Menyusun rekomendasi strategis yang komprehensif berdasarkan analisis data dan temuan dari penelitian.Berkolaborasi dengan tim manajemen klien dalam merancang dan mengimplementasikan rencana aksi yang efektif untuk mencapai tujuan bisnis.Memberikan panduan dalam pengembangan strategi pemasaran, peningkatan layanan, dan efisiensi operasional.Membantu klien dalam memahami dan menghadapi perubahan lingkungan bisnis yang dinamis.Menyediakan pelatihan dan dukungan untuk tim klien dalam mengimplementasikan perubahan dan meningkatkan keterampilan bisnis mereka.Memonitor dan mengevaluasi kinerja bisnis setelah penerapan perubahan untuk menilai dampaknya dan melakukan penyesuaian jika diperlukan.Mengidentifikasi risiko bisnis potensial dan memberikan saran untuk mengatasi risiko tersebut.KualifikasiMinimal SMA/ SMK dan atau DIII / S1 jurusan Bisnis, Manajemen, atau bidang terkait.Pengalaman kerja sebagai konsultan bisnis atau posisi terkait akan menjadi nilai tambah.Memiliki pemahaman mendalam tentang analisis bisnis, strategi, dan praktik terbaik industri.Kemampuan analitis yang kuat dan dapat mengolah data dengan menggunakan perangkat lunak dan alat analisis bisnis.Kemampuan komunikasi dan presentasi yang baik untuk berinteraksi dengan klien secara efektif.Kemampuan beradaptasi dengan cepat terhadap perubahan dan lingkungan bisnis yang dinamis.Dapat berkolaborasi dengan berbagai tim internal dan eksternal.Kemampuan untuk mengelola proyek dengan baik dan memenuhi tenggat waktu.Skill yang DibutuhkanTeamwork.Interpersonal yang baik.Kemampuan kepemimpinan yang baik.Kemampuan analitis.Kemampuan pemecahan masalah.Memiliki pengetahuan yang luas dalam industri terkait.Manajemen proyek.Pengetahuan di bidang operasional bisnis.Kreatif.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/business-consultant/059bc301-c99a-4a3a-bdb4-1ef97a5bc2f6?utm_referrer=explore&traceInfo=b9e7e8ad-549f-42d5-8a80-882f7f98310e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/bb97c83fa6e62617ee932cd16e2c6f02.jpg
Marketing Communication,Farbash Perfume,Marketing,Penuh Waktu · Kerja di kantor,Minimal Sarjana (S1),1 - 3 tahun pengalaman,Deskripsi pekerjaan Marketing Communication Farbash PerfumeKualifikasi:Pria / Wanita Pendidikan Min. S1 (I.Kom diutamakan)Berpengalaman di bidang Marketing Meningkatkan BrandAwareness & Brand ImageMenetapkan Strategi Branding Short Term & Long TermKemampuan komunikasi verbal dan tulisan yang kuatPengalaman mengelola dan menjalankan Campaign socmed di berbagai PlatformMampu bekeria sama dengan Tim Serta bekerja mandiriLihat Lebih Sedikit,https://glints.com/id/opportunities/jobs/marketing-communication/f89f5d2e-0869-4202-9428-79812ed69bff?utm_referrer=explore&traceInfo=b9e7e8ad-549f-42d5-8a80-882f7f98310e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/e8eeaafe6ea7c1c3d3eaaa016ce3bea5.jpg
Marketing officer staff,PT Garuda Perkasa Group,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan Marketing officer staff PT Garuda Perkasa Groupstaf marketing officer adalah seseorang yang bertugas mengeksekusi dan mengawasi kegiatan dan kampanye departemen pemasaran.Tugas utama mereka adalah memastikan bahwa kegiatan pemasaran berjalan sesuai rencana dan mencapai tujuan yang ditentukan.Sebagai staf, mereka juga perlu melakukan pelaporan kepada manajer atau supervisor marketing.Meski mereka tidak memegang peran manajerial, tentu staf marketing juga sangat dianjurkan untuk aktif memberi ide baru untuk mempengaruhi keputusan tim.Justru, mereka dinilai sebagai pihak yang lebih mengerti persoalan teknis dan keadaan di lapangan karena berperan sebagai eksekutor.Tugas dan tanggungjawab : Membantu dalam penerapan strategi pemasaran.Membantu manajer pemasaran dalam mengawasi kegiatan pemasaran.Meningkatkan brand awareness dengan mengatur strategi pemasaran di berbagai kanal marketing (baik digital maupun tradisional) dan melalui berbagai aktivitas pemasaran.Membantu manajer merencanakan kampanye periklanan dan promosi untuk produk atau layanan di berbagai saluran media, termasuk media sosial, cetak, dan lainnya.Berkomunikasi dan berkolaborasi dengan pemangku kepentingan atu vendor untuk mendorong keberhasilan kegiatan pemasaran.Memonitor metrik kampanye untuk mengevaluasi strategi setelah selesai, dengan mengawasi progresnya dari awal hingga akhir.Menyiapkan konten pemasaran dan memastikan kanal distribusi yang tepat.Melakukan riset pasar untuk mengidentifikasi sektor dan peluang pertumbuhan.Berkomunikasi dengan manajemen untuk mengonsultasikan budget pemasaran dan hasil kampanye.kualifikasi lowongan Marketing officer Staff :Minimal pendidikan SMA/ SMK Sederajat / D3/ S1 semua jurusan.Pengalaman minimal 1 tahunMenguasai MS Office (Word, Excel dan Power Point) dan internet.Memiliki kemampuan Bahasa Inggris baik lisan maupun tulisan poin plus.Mempunyai kemampuan komunikasi yang baik dan proaktif.Mempunyai kemampuan untuk bernegosiasi dan targetDapat bekerja di bawah tekanan, disiplin dan jujur.Mampu bekerja secara individu dan tim.Benefit :allowence/ basic salary bulanankomisi bulananbonus bulanan, triwulan dan tahunanreward trip dalam dan luar negeriweekend sabtu minggu liburmobil operasionalLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/marketing-officer-staff/3fdc513b-db6c-435d-8b69-e9b0332b0f5e?utm_referrer=explore&traceInfo=b9e7e8ad-549f-42d5-8a80-882f7f98310e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/bb97c83fa6e62617ee932cd16e2c6f02.jpg
Sales Marketing,ALTR Creative Technology,Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Sales Marketing ALTR Creative TechnologyBe A Part Of Our Team AsSales Marketing Digital AgencyKualifikasi- Usia max. 32 tahun, pendidikan minimal D3, berdomisili di Medan, posisi full-time.- Memiliki Kendaraan pribadi dan SIM-C.- Berpengalaman minimal 1-2 Tahun dibidang B2B (Business-to-Business) Sales & Marketing.- Memiliki pengalaman dalam menjual produk/jasa digital, pengalaman menjadi Sales Agency (Diutamakan).- Memiliki skill komunikasi, presentasi & negosiasi yang baik.- Cepat belajar dan memahami product knowledge dengan baik.- Memiliki passion di dunia media digital dan up to date.- Siap bekerja dilapangan dan target oriented.Job Desc- Membangun strategi sales offline & online dan mencapai target penjualan.- Aktif melakukan canvasing dalam mencari target pasar atau klien yang potensial.- Bertemu dengan calon klien potensial untuk memahami kebutuhan mereka serta memberikan rekomendasi service terbaik untuk bisnis mereka.- Melakukan penjualan sesuai dengan target yang sudah ditentukan.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/sales-marketing/3866c340-7399-485d-b351-0dd3422814b9?utm_referrer=explore&traceInfo=b9e7e8ad-549f-42d5-8a80-882f7f98310e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7430daa9ea139375b08372be401197f9.jpg
Event Planner Intern,C Channel,Marketing,Magang · Hybrid,Minimal Sarjana (S1),Pengalaman kurang dari 1 tahun,"Deskripsi pekerjaan Event Planner Intern C ChannelJob DescriptionAssist in planning and executing various events, including conferences, workshops, and product launchesCoordinate with internal and external stakeholders to ensure seamless event executionHandle logistics and operational tasks, such as venue booking, vendor management, and budget trackingSupport in creating engaging event materials, including invitations, presentations, and promotional materialsAssist in post-event analysis and reportingRequirementsCurrently enrolled in a relevant academic program (e.g., Marketing, Communications, Public Relations)Strong organizational and time management skillsExcellent communication and interpersonal skillsProficient in Microsoft Office Suite (Word, Excel, PowerPoint)Passionate about events and eager to learnAbility to work independently and as part of a teamWillingness to work flexible hours, including weekends and eveningsLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/event-planner-intern/e4c3a096-fb98-4dbf-8a5b-42adb71eb81c?utm_referrer=explore&traceInfo=b9e7e8ad-549f-42d5-8a80-882f7f98310e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/e88dc02dab7c6e43c4c618849d38b3d4.png
Head of CRM,Octarine Perfume,Marketing,Kontrak · Kerja di kantor,Minimal Sarjana (S1),Pengalaman kurang dari 1 tahun,"Deskripsi pekerjaan Head of CRM Octarine PerfumeJob desc:Mengidentifikasi peluang untuk meningkatkan pengalaman pelanggan dan loyalitas.Memimpin tim CRM, memberikan arahan, pelatihan, dan support.Mendorong kolaborasi antar departemen untuk mencapai tujuan CRMMenganalisis data pelanggan untuk mengidentifikasi tren, pola, dan perilaku.Melakukan monitoring review penilaian produk di MarketplaceMenetapkan KPI dan metrik untuk mengukur efektivitas program CRM.Menyusun report divisi CRMMembuat strategi customer feedback dan menangani keluhan dengan cepat dan efisien.Kualifikasi:Memiliki pengalaman minimal 2 tahun di bidang yang samaKemampuan analitis yang kuat dan pengalaman dengan alat analisis data.Memiliki komunikasi yang baik dan kemampuan untuk memimpin timMax 35 TahunShalat 5 WaktuBersedia WFO di BogorLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/head-of-crm/0f1d29b4-fa0b-4dec-a14b-cb72985311d0?utm_referrer=explore&traceInfo=b9e7e8ad-549f-42d5-8a80-882f7f98310e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/6bc534cecb8951fa8365e496148aaf33.png
Content Creator,PT Sapta Jayasejati Indonesia,Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Content Creator PT Sapta Jayasejati IndonesiaThe Content Creator is responsible for producing high-quality, engaging content that aligns with the brand’s voice and marketing goals. This includes creating written, visual, and video content for various platforms such as social media, websites, blogs, and marketing materials. The Content Creator will collaborate with the marketing team to develop creative ideas and ensure content consistency across all channels.Job Descriptions.Content Creation:Produce engaging content for social media platforms, blogs, websites, and email newsletters (including graphics, videos, written articles, and more).Create visually appealing assets like infographics, illustrations, and animations to complement written content.Develop content for various formats such as long-form articles, short-form posts, video clips, and more.Social Media Management:Create platform-specific content for Facebook, Instagram, TikTok, LinkedIn, Twitter, and other relevant social platforms.Maintain a consistent posting schedule to enhance audience engagement and brand presence.Monitor trends in social media and digital content to keep content relevant and fresh.Collaborate on Content Strategy:Work with the marketing team to brainstorm ideas and help shape content strategies that align with overall business objectives.Research and analyze target audience preferences to ensure content meets their needs and interests.Participate in content planning and strategy meetings to develop monthly or quarterly content calendars.Engagement and Community Management:Interact with followers on social media, responding to comments and messages to foster community engagement.Monitor social media channels for feedback and user-generated content, sharing positive experiences and testimonials.Analytics and Reporting:Track the performance of content across channels using analytics tools (e.g., Google Analytics, social media insights) and provide reports on engagement, reach, and effectiveness.Adjust content strategy based on performance data to optimize future campaigns.Qualifications & Skills.Education: Bachelor’s degree in Marketing, Communications, Journalism, or a related field (or equivalent work experience).Experience: 1-2 years of experience in content creation, marketing, or a related role.Creative Skills: Strong visual and written communication skills with the ability to tell a compelling story through content.Analytical Skills: Ability to assess content performance and adapt strategies based on data.Technical Skills:Proficiency in content creation tools (e.g., Adobe Creative Suite: Photoshop, Illustrator, Premiere Pro, Canva, etc.).Basic understanding of SEO best practices and content optimization.Experience with social media management tools (e.g., Hootsuite, Buffer, Sprout Social).Familiarity with video editing tools and social media platforms (Instagram, TikTok, YouTube, etc.).Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/content-creator/ccf92347-4284-4449-a7b0-a37334dc1b20?utm_referrer=explore&traceInfo=b9e7e8ad-549f-42d5-8a80-882f7f98310e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9ebf25007a72c7feb1c9f021431806a2.jpg
Marketing Supervisor,PT Hikmah Sejahtera,Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),3 - 5 tahun pengalaman,"Deskripsi pekerjaan Marketing Supervisor PT Hikmah SejahteraKualifikasi :Pendidikan minimal S1 jurusan Pemasaran, Bisnis, atau terkait.Pengalaman minimal 3 tahun di bidang pemasaran, dan 1 tahun sebagai supervisor.Mampu mengelola tim, anggaran, dan program pemasaran.Target oriented, dan memiliki relasi yg luas.Memiliki kemampuan komunikasi, negosiasi, analisis, kreativitas, dan leadership yang baik.Bersedia melakukan perjalanan dinas.Tanggung Jawab :Mendukung Manager Marketing dalam merancang dan melaksanakan strategi pemasaran.Menangani operasional harian terkait promosi dan kampanye pemasaran.Menganalisis kinerja kampanye dan memberikan rekomendasi perbaikan.Membantu tim dalam koordinasi kegiatan pemasaran.Melakukan riset pasar untuk mendukung keputusan pemasaran.Penempatan : Jl. Gayung Kebonsari Tengah No. 13, Gayungan, SurabayaLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/marketing-supervisor/11cbf4a9-4c9c-47b1-8b29-eb7b4237732d?utm_referrer=explore&traceInfo=b9e7e8ad-549f-42d5-8a80-882f7f98310e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/63537242ec5f6636c6b454e37460499b.png
Live Streamer Intern (Every Sunday Only),Una Brands,Marketing,Magang · Kerja di kantor,Minimal SMA/SMK,Pengalaman kurang dari 1 tahun,"Deskripsi pekerjaan Live Streamer Intern (Every Sunday Only) Una BrandsAbout Jiera:Jiera is a local brand that has grown rapidly in its 3 years of development. Jiera is a brand that focuses on lip care and is the Top 1 best-selling product for the Lip Serum product category. Now Jiera is supported by VC-unicorn UNA Brands, which can develop much faster and grow faster.About Una:Founded by e-commerce experts, Una Brands is on a mission to build a next-generation consumer goods conglomerate focused on Asia Pacific. We acquire, operate and scale businesses with a proven track-record and category-winning brands. We are backed by top-tier institutional investors and business angels to support us on our mission. Being a part of the Una Team means you will get the chance to work alongside a highly entrepreneurial, exceptional, and experienced team, who have worked at companies like McKinsey, Goldman Sachs, Lazada, Shopee, Amazon, and Ninja Van. We are growing rapidly and are keen to find top talent to build this company with. Join us today! We have raised >$100M in our funding rounds so far.Your Role :Sebagai host dalam kegiatan live marketplaceMempromosikan dan menjelaskan produk terhadap konsumenMenjawab pertanyaan dari konsumenYour Profile :Percaya diri di depan kameraGood looking, energik, ceria, dan interaktifMemiliki kemampuan public speakingAktif menggunakan social media (Instagram dan TikTok)Dapat bekerja setiap hari minggu secara on site (office - Lubang Buaya, Jakarta Timur) selama 6 jam per hari (12.00-18.00 WIB)Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/live-streamer-intern-every-sunday-only/d2d59ada-b574-4ff0-982f-b824bb695ef4?utm_referrer=explore&traceInfo=b9e7e8ad-549f-42d5-8a80-882f7f98310e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5a06641e04b96e3622557f70562f6157.jfif
Marketplace Specialist / Leader (WFO based on Yogyakarta),PT. Realhe Adhiri Alam,Marketing,Penuh Waktu · Kerja di kantor,Minimal Sarjana (S1),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Marketplace Specialist / Leader (WFO based on Yogyakarta) PT. Realhe Adhiri AlamJob DescriptionsMampu memimpin Team dengan baikMemiliki pemahaman mendalam tentang berbagai platform marketplace seperti Tokopedia,shoppe,Lazada,BlibliMengelola akun marketplace (Cetak Resi,Upload, Update Stock & Harga di Marketplace)Mengelola dan menjaga performa akun tokoMemahami Customer Journey dan Product KnowledgeMembuat strategi penjualan, promosi & aktivitas seluruh toko di MarketplaceMenganalisa trend penjualan dan kompetitor di MarketplaceMerencanakan & menjalankan campaign dengan baik di masing - masing MarketplaceKemampuan analitis yang kuat dan dapat menginterpretasikan data penjualanBerkolaborasi secara baik kepada seluruh tim yang terkait dalam menjalankan pekerjaanJob RequirementsPendidikan minimal S1 (bidang marketing lebih diutamakan)Memiliki pengalaman minimal 1 tahun dalam manajemen e-commerceMemiliki kemampuan berkomunikasi yang baik dan proaktifMemiliki inisiatif tinggi dan mampu bekerja secara mandiri maupun dalam timMampu bekerja dengan target dan pressure dapat bekerja diluar jam kerja untuk memastikan target perusahaan tercapaiBersedia Onsite di YogyakartaLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/marketplace-specialist-leader-wfo-based-on-yogyakarta/dd6b8495-3b21-43ac-aad3-3c41d6b1ee3c?utm_referrer=explore&traceInfo=b9e7e8ad-549f-42d5-8a80-882f7f98310e,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/1ddc9c017d0b393b598d0c0cc26c197b.jpg
