title,company,category,status,min_edu,min_exp,description,url
Field Operation Manager Bali,Leoni Bali Gelato,Operations,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Field Operation Manager Bali at Leoni Bali GelatoAre you passionate about driving operational excellence and ensuring brand standards in the field? We are looking for a skilled Field Operations Manager to join our team in Bali. With ambitious growth goals, Leoni Gelato is committed to providing our distributors with exceptional support and ensuring that our products are presented to the highest standards across Indonesia.About the RoleAs the Field Operations Manager, you will lead a team of 30 Field Inventory and Merchandising Officers (FIMOs) to ensure Leoni Gelato’s products are optimally displayed across more than 700 distributor locations, including restaurants. Your team will maintain clean and organized freezers, arrange products for maximum visibility, and ensure all marketing materials, such as banners and visuals, are used effectively. This role is entirely operational, focused on enhancing our product presentation and supporting distributors in completing accurate monthly sales reports.You’ll spend approximately 40% of your time on the field in Java and Bali, directly overseeing field execution, evaluating standards, and gathering insights to continuously improve field operations.Key Responsibilities•	Team Leadership: Manage and mentor a team of 30 FIMOs, setting clear performance goals and ensuring consistent execution of display standards.•	Operational Excellence: Develop and implement field strategies that keep our freezers spotless, product displays vibrant, and marketing materials properly used at all distributor locations.•	Compliance & Quality Control: Conduct regular audits across distributor locations to ensure adherence to Leoni Gelato’s display and branding standards.•	Reporting & Data Management: Assist distributors with monthly reporting, ensuring data accuracy while analyzing field data to identify areas for improvement.•	Field Presence: Spend 40% of your time in Java and Bali to oversee operations directly and drive improvements.•	What We’re Looking For•	Experience: At least 10 years in field operations, merchandising, or retail management, preferably within the FMCG or food & beverage industry. Prior experience managing large teams (20+ people) is required.•	Leadership Skills: Strong team management and mentoring abilities, with a track record in setting and maintaining performance standards.•	Operational Mindset: Ability to develop and implement field strategies that ensure consistent quality and compliance across multiple locations.•	Analytical Skills: Proficiency in data analysis and reporting tools to drive insights and optimize our field strategy.•	Field Management Experience: Hands-on experience overseeing field operations and maintaining brand standards in a multi-location environment.•	Flexibility: Willingness and ability to spend time in the field as required.Why Join Leoni Gelato?Leoni Gelato is on an exciting growth journey with a bold vision: we aim to become the number one healthy gelato brand in Indonesia, driving rapid, rocket-like growth. Join our dynamic team in Bali and play a critical role in ensuring operational excellence across our expanding distribution network. As we continue to scale, this position offers the opportunity to make a lasting impact on our brand’s success and visibility nationwide.Read Less",https://glints.com/id/en/opportunities/jobs/field-operation-manager-bali/d494722f-c50f-457b-a90f-3433bcb7ae52?utm_referrer=explore&traceInfo=957533d6-1063-478f-8467-d1f7ebbb673d
Gaming Pilot,PT. BERKAH BERMAIN BERSAMA,Operations,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Gaming Pilot at PT. BERKAH BERMAIN BERSAMAPT Berkah Bermain Bersama (MMOPILOT) mengundang pemain game berpengalaman untuk bergabung dengan tim kami, di mana kami akan bekerja sama untuk membantu pelanggan mencapai pencapaian atau level yang mereka impikan.- Syarat1. Muslim, beribadah tepat waktu2. Tidak Merokok3. Bersedia bekerja sesuai shift4. Berpengalaman memainkan game MMO (ML, Genshin, Guild Wars, New World, dll)5. Menyukai target dalam game- Benefit1. Gaji Pokok2. Device untuk bekerja3. Kenaikan gaji masa kerja4. Tunjangan dan Bonus5. Mess6. Makan siang7. Kajian dan sholat awal waktu-Deskripsi Pekerjaan1. Menyelesaikan quest sesuai request2. Menaikkan level akun game sesuai request3. Mengelola akun game customer sebaik mungkinTunggu apalagi? Salurkan bakat bermain game anda sekarang juga!Regards,HRD PT Berkah Bermain Bersama (MMOPILOT)Jl. Bumi Asri Sengkaling No.33, Sengkaling, Mulyoagung, Kec. Dau.IG : @mmopilot.powerleveling   TIKTOK : mmopilot   YT : mmopilotRead Less",https://glints.com/id/en/opportunities/jobs/gaming-pilot/2253cf44-c478-427a-8a3d-e8fcd0164cc1?utm_referrer=explore&traceInfo=957533d6-1063-478f-8467-d1f7ebbb673d
Supervisor operasional,Otomotor Academy Yogyakarta,Operations,Full-Time · On-site,Minimum Senior/Vocational High School,Less than a year of experience,"Job description for Supervisor operasional at Otomotor Academy YogyakartaDiskripsi pekerjaan :1. Menyusun rencana operasional harian, mingguan, dan bulanan untuk kegiatan pembelajaran.2. Mengawasi pelaksanaan program pelatihan dan memastikan seluruh proses berjalan sesuai jadwal.3. Mengatur kebutuhan dan distribusi sumber daya (peralatan, material pembelajaran) untuk mendukung kegiatan belajar siswa.4. Mengawasi pemeliharaan fasilitas dan peralatan agar selalu dalam kondisi optimal.5. Mengkoordinasi staf pengajar dan memastikan mereka mengikuti standar prosedur operasional (SOP) yang telah ditetapkan.6. Memberikan pelatihan dan dukungan kepada staf, termasuk evaluasi dan umpan balik untuk meningkatkan kinerja.7. Mengembangkan, meninjau, dan memastikan SOP dijalankan dalam semua aspek operasional.8. Melakukan perbaikan dan penyesuaian SOP sesuai kebutuhan untuk meningkatkan efisiensi dan kualitas pelatihan.9. Mengukur dan mengevaluasi efektivitas program pelatihan berdasarkan hasil belajar dan pencapaian kompetensi siswa.10. Menyusun laporan performa kegiatan operasional dan memberikan rekomendasi perbaikan.11. Menjalin komunikasi yang efektif dengan pimpinan untuk melaporkan perkembangan, tantangan, dan pencapaian operasional.12. Menghadiri rapat manajemen untuk memberikan masukan terkait operasional dan implementasi strategi lembaga.13. Menjaga standar keselamatan di area operasional dan memastikan pelatihan berlangsung dengan aman.14. Memastikan kualitas pembelajaran sesuai dengan standar lembaga dan mengidentifikasi area yang perlu ditingkatkan.15. Pengembangan operasionalKualifikasi : -Mempunyai hobby otomotif sepeda motor-Paham tentang sepeda motor-Memiliki jiwa leadership yang baik-Semangat, kreatif, dan inovatifRead Less",https://glints.com/id/en/opportunities/jobs/supervisor-operasional/10caa66e-9636-49eb-9808-46fc8dec850e?utm_referrer=explore&traceInfo=957533d6-1063-478f-8467-d1f7ebbb673d
Commercial Support & Operation,PT. Nuren Indah Perkasa,Operations,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Commercial Support & Operation at PT. Nuren Indah PerkasaMemberikan pelatihan PIC distributor sesuai dengan rencana area terbuka (baik dari segi jumlah area maupun ketepatan waktu pelaksanaan).· Pastikan PIC distributor (tenaga penjualan dan administrator) menguasai platform.· Secara rutin melatih dan membantu tim eksternal (tim Sales SA, AOS, dan PMA) serta tim internal (Elona & Admin).· Untuk memenuhi target GMV, memberi dukungan di area dan pastikan semua aspek siklus bisnis—seperti ketersediaan stok, detail program, pemanfaatan platform yang lancar, dll.—berjalan dengan baik.· Memberikan dukungan area untuk mencapai tujuan RO.· Memberikan bantuan area untuk memenuhi target volume transaksi.Minimal S1· Mampu mengoperasikan komputer dan terampil dalam menavigasi berbagai layar· Keterampilan data entry ; mampu bekerja dengan tim· Komunikasi verbal yang kuat· Analisis masalah, inisiatif, dan kreativitas yang baik· Bersedia melakukan perjalanan dinas (luar kota)· Kemampuan menangani pelatihan dengan banyak peserta· Respon cepat, kooperatif· Mampu memecahkan masalah secara akurat· Memahami fishbone analisys / diagram tulang ikan  Read Less",https://glints.com/id/en/opportunities/jobs/commercial-support-and-operation/b25c0019-18ab-418b-be0e-e376604b379c?utm_referrer=explore&traceInfo=957533d6-1063-478f-8467-d1f7ebbb673d
Operation Staff Shipping Agency,Royal Bahtera Sejahtera,Operations,Full-Time · On-site,Minimum Associate Degree,1 - 3 years of experience,Job description for Operation Staff Shipping Agency at Royal Bahtera SejahteraOperation Staff Keagenan Kapal - Agen Pelayaran / KapalPenempatan : CibuburPersyaratan :1. Memiliki pengalaman di keagenan kapal minimal 2 tahun2. Memiliki kemampuan pemasaran dalam bidang agen kapal3. Mampu bekerja sama dan komunikasi dengan baik4. Kemampuan dalam bahasa inggris menjadi nilai tambahRead Less,https://glints.com/id/en/opportunities/jobs/operation-staff-shipping-agency/48eacaaf-7a5c-493a-b57b-539eb39608d5?utm_referrer=explore&traceInfo=957533d6-1063-478f-8467-d1f7ebbb673d
Partner Support Internship,OKHOME,Operations,Internship · Hybrid,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Partner Support Internship at OKHOMEAs a Partner Support Intern, you will be responsible to:Staff assignment H-1Maintaining consultant productivity for all areaResponsible for D-Day operational cleaningHandling consultant operational cleaning issue

Requirements:Undergraduate degree majoring in Administrations, Public Relation or PsychologyExperience in any organizationUnderstand basic administrational taskBasic skill in data excel processCan work in shift (i.e weekend, weekdays)OKHOME aims to drive people to spend their time on more meaningful matters as we believe that time is a limited source. OKHOME is a tech-based lifestyle platform startup currently focusing on hospitality service in both B2B and B2C markets. Founded in 2017, We aim to help people achieve a better quality of life by providing superior services to become your home assistant fulfillment. By leveraging innovative solution technology and human resource management, we make our customers' lives better and better every day. Join us in a mission to revolutionize the offline cleaning industry with technology, we’re building one application to fulfill your home needs.Read Less",https://glints.com/id/en/opportunities/jobs/partner-support-internship/fcecd77a-0a8f-4f01-bf32-63a3c43e4eb6?utm_referrer=explore&traceInfo=957533d6-1063-478f-8467-d1f7ebbb673d
General Affairs Staff,Pt. Cemerlang Multimedia,Operations,Full-Time · On-site,Minimum Associate Degree,Less than a year of experience,"Job description for General Affairs Staff at Pt. Cemerlang MultimediaKualifikasi:- Laki-laki, min. D3/S1- Skill berorganisasi, analisis masalah, dan pemecahan masalah.- Skill komunikasi dan interpersonal yang sangat baik.- Kemampuan untuk memprioritaskan tugas dan mengatur waktu secara efektif.- Mampu mengoperasikan MS Office dan dengan software yg berhubungan dengan manajemen kantor.- Pengetahuan tentang peralatan kantor.- Mampu mengendarai motor dan mobil (Memiliki SIM A & C aktif)- Mampu berkomunikasi dalam bahasa Inggris akan menjadi nilai tambah.- Pengalaman di bidang General Affair operasional dan administrasi.• Bersedia ditempatkan di area Bandung.Tugas dan Tanggung Jawab :- Mengelola perlengkapan kantor, memelihara peralatan, dan berhubungan dengan vendor.- Menjaga lingkungan kantor rapi dan bersih (mengawasi pekerjaan OB)- Mengkoordinasikan dan mengelola semua aspek fasilitas kantor, termasuk pemeliharaan,perbaikan, renovasi, dan perencanaan tata letak kantor.- Mengkoordinasikan pemindahan kantor, pengaturan furnitur, dan perubahan tata letak sesuai kebutuhan.- Memeriksa, mendokumentasikan dan memastikan semua kebutuhan kendaraan operasional dilakukan tepat waktu, termasuk: perbaikan, pemeliharaan, layanan lainnya, biaya sewa.- Menyelenggarakan acara perusahaan, workshop, dan kegiatan lainnya sesuai kebutuhan.- Menangani telepon dan email.- Menyusun dan mendistribusikan email, memo, dan surat sesuai kebutuhan.- Mengidentifikasi, mengelola, dan memelihara hubungan dengan vendor eksternal dan penyedia layanan untuk layanan terkait fasilitas, termasuk pembersihan, keamanan, pemeliharaan, dan kebutuhan lainnya.- Menegosiasikan kontrak dan memastikan layanan memenuhi standar kualitas dan persyaratan anggaran.- Lacak pengeluaran, konfirmasi faktur, dan memastikan operasi yang hemat biaya.Read Less",https://glints.com/id/en/opportunities/jobs/general-affairs-staff/0b018b0d-533d-40f4-933a-1011e2dd8106?utm_referrer=explore&traceInfo=957533d6-1063-478f-8467-d1f7ebbb673d
Area Koordinator (Semarang),PT. Niaga Aneka Mode,Operations,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Area Koordinator (Semarang) at PT. Niaga Aneka ModeQualifications : Bachelor degree in business administration, management or related field. 2 years experiences in similar role with track record of achieving sales, target and managing operations. Strong understanding of business operational retail business fashion. Excellent Interpersonal skills with the ability to build strong relationship with customers, vendors, and community leaders. Willing to be placed in all area in Indonesia.Responsibilities:    Oversee and manage the daily operational of our business.    Develop and Implement strategic plans to achieve sales target.    Ensure compliance with all company policies and procedures.    Manage and motivate team, including hiring and training.    Monitor and analyze sales.    Maintain strong relationship with stakeholder, customer, vendor, and community leader.    Provide excellent customer service, customer complain, and resolving issues. Before applying, please note that we require candidates for Semarang, Make sure you are willing and ready to be placed in one of these areas.Read Less",https://glints.com/id/en/opportunities/jobs/area-koordinator-semarang/8f417a70-fe68-4fa3-9115-69ffe8a55fc2?utm_referrer=explore&traceInfo=957533d6-1063-478f-8467-d1f7ebbb673d
Sr. Strategic Planner,Oetara Digital,Operations,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Sr. Strategic Planner at Oetara DigitalWhat will you do?Drive cost-effective digital marketing strategies across social media, content, ads, and influencer marketing.Capture and convert potential audiences with targeted campaigns.Perform in-depth marketing research to pinpoint trends, competitor moves, and audience preferences.Apply innovative trends to keep our campaigns fresh and effective.Work closely with Creative, KOL Specialists, SocMed Specialists, and Ads teams to ensure seamless execution.Partner with brand clients and agency stakeholders to meet business, marketing, and communication goals.Who are we looking for?Bachelor's Degree in Communication/MarketingMinimum of 2 years working in digital marketing industryProven expertise in developing and managing campaignsStrong analytical, critical, and strategic thinking skills.Creative thinker with the ability to innovate.Expertise in storytelling and visual communication.Read Less",https://glints.com/id/en/opportunities/jobs/sr-strategic-planner/7c936a8d-5d3f-4d15-b6cd-25bae224e530?utm_referrer=explore&traceInfo=957533d6-1063-478f-8467-d1f7ebbb673d
Admin Operasional,Maju Laundry Consultant,Operations,Full-Time · On-site,Minimum Associate Degree,3 - 5 years of experience,"Job description for Admin Operasional at Maju Laundry ConsultantJOB DESCRIPTION : 

Monitoring outlet dan memotivasi crew laundry yang dikelola;Membuat daftar pengajuan dalam suatu hari untuk memenuhi ketersediaanbarang di outlet;Berkomunikasi mapun mencarikan vendor sesuai kebutuhan outlet;Melakukan pengecekan dan mengomunikasikan data omzet di setiap harinya;Berkomunikasi kepada crew dan memberikan suatu pengarahan atau motivasiagar bekerja sesuai dengan SOP;Membuat suatu laporan yang diperlukan.Read Less",https://glints.com/id/en/opportunities/jobs/admin-operasional/d4617f84-6c9a-4764-a3cf-93c6dcb1780a?utm_referrer=explore&traceInfo=957533d6-1063-478f-8467-d1f7ebbb673d
Operasinal Supervisor,PT Baliola Adi Maha Duta,Operations,Full-Time · On-site,Minimum Associate Degree,3 - 5 years of experience,"Job description for Operasinal Supervisor at PT Baliola Adi Maha DutaPerkenalkan kami PT Baliola Adi Maha Duta, perusahaan startup pengembang teknologi Blockchain. Saat ini, kami mencari Supervisor Operasional yang proaktif dan berorientasi pada hasil untuk mengawasi operasi harian kami dan memastikan alur kerja berjalan lancar dan efisien. Kandidat ideal akan memiliki keterampilan kepemimpinan yang kuat, perhatian terhadap detail, dan kemampuan untuk mengelola berbagai tugas dalam lingkungan yang cepat.Tanggung Jawab:1. Mengawasi dan mengoordinasikan kegiatan operasional harian, memastikan bahwa proses berjalan sesuai dan standar terpenuhi.2. Memantau kinerja staf dan memberikan pelatihan, bimbingan, serta dukungan yang diperlukan untuk meningkatkan produktivitas.3. Memantau tingkat inventaris, memastikan stok yang memadai dan pengisian kembali tepat waktu.4. Bekerja sama dengan departemen lain untuk menyederhanakan proses dan meningkatkan efisiensi operasional.5. Mengidentifikasi dan menyelesaikan masalah operasional serta menerapkan tindakan korektif yang diperlukan.6. Menyusun dan mengirimkan laporan operasional kepada manajemen senior.7. Memastikan kepatuhan terhadap kebijakan perusahaan, peraturan keselamatan, dan standar kualitas.Persyaratan:1. Gelar Sarjana di bidang Administrasi Bisnis, Manajemen Operasi, atau bidang terkait.2. Pengalaman terbukti sebagai Supervisor Operasional atau peran serupa.3. Keterampilan organisasi dan manajemen waktu yang kuat.4. Kemampuan pemecahan masalah yang baik dan perhatian terhadap detail.5. Kemampuan untuk memimpin dan memotivasi tim.6. Mahir dalam Microsoft Office; pengalaman dengan perangkat lunak operasional adalah nilai tambah.7. Keterampilan komunikasi yang efektif, baik lisan maupun tulisan.Read Less",https://glints.com/id/en/opportunities/jobs/operasinal-supervisor/d969224c-f81d-41e8-8887-6eb6a6261170?utm_referrer=explore&traceInfo=957533d6-1063-478f-8467-d1f7ebbb673d
Area Koordinator (Samarinda),PT. Niaga Aneka Mode,Operations,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Area Koordinator (Samarinda) at PT. Niaga Aneka ModeQualifications : Bachelor degree in business administration, management or related field. 2 years experiences in similar role with track record of achieving sales, target and managing operations. Strong understanding of business operational retail business fashion. Excellent Interpersonal skills with the ability to build strong relationship with customers, vendors, and community leaders. Willing to be placed in Samarinda & Balikpapan.Responsibilities:    Oversee and manage the daily operational of our business.    Develop and Implement strategic plans to achieve sales target.    Ensure compliance with all company policies and procedures.    Manage and motivate team, including hiring and training.    Monitor and analyze sales.    Maintain strong relationship with stakeholder, customer, vendor, and community leader.    Provide excellent customer service, customer complain, and resolving issues.Read Less",https://glints.com/id/en/opportunities/jobs/area-koordinator-samarinda/a8fb3f18-e16a-4223-b115-0693acd14a49?utm_referrer=explore&traceInfo=957533d6-1063-478f-8467-d1f7ebbb673d
Supervisor Operasional Umroh dan Haji,Asfa Travel,Operations,Full-Time · On-site,Minimum Bachelor’s Degree,3 - 5 years of experience,"Job description for Supervisor Operasional Umroh dan Haji at Asfa TravelKualifikasi :•	Memiliki latar belakang Pendidikan yang relevan, minimal D3/S1 Semua Jurusan•	Memiliki Pengalaman kerja sebagai Supervisor Operasional dalam industri Travel Umrah/Haji Minimal 3 tahun.•	Memiliki keterampilan dalam mengelola tim akan menjadi nilai tambah•	Memiliki pengalaman mendalam terkait dunia Travel Umrah dan Haji mulai dari Prosedur pendaftaran, pelayanan, akomodasi hingga  transportasi.•	Memiliki Pengetahuan yang kuat tentang regulasi perjalanan Umrah dan Haji, Visa serta persyaratan perjalanan ke negara-negara yang sering dikunjungi oleh Jamaah Umrah.•	Memiliki Keterampilan Problem Solving, Ramah dan Komunikatif•	Fast Respons, dan apabila memiliki kemampuan Bahasa Asing (Inggris atau Arab) akan Menjadi Nilai Tambah•	Memiliki Orientasi Terhadap Pelayanan dan kepuasan Jamaah•	Usia Maksimal 35 Tahun•	Pria•	Memiliki kemampuan membuat paket Umroh/Haji•	Memiliki Hubungan Koneksi dengan dengan vendor Hotel di Arab Saudi, Tiket Pesawat, Tour Operator di berbagai Negara (Turki, Mesir, Dubai dll).Job Desk :•	Menjalankan dan bertanggung jawab atas kegiatan operasional Travel Umrah/Haji•	Mengelola dan meningkatkan efektivitas dan efisiensi kegiatan umrah.•	Mengatur budgeting dan mengelola biaya kegiatan umrah.•	Membangun tim yang solid dan memiliki kinerja yang baik.•	Membuat dan merencanakan pengembangan kegiatan umrah dalam jangka pendek hingga jangka Panjang.•	Menjaga dan Membina hubungan yang baik dengan para vendor atau mitra lainnya dari kegiatan umrah/haji.Benefit :•	Gaji Pokok•	Tunjangan Uang Makan•	Tunjangan Hari Raya•	Bonus TahunanRead Less",https://glints.com/id/en/opportunities/jobs/supervisor-operasional-umroh-dan-haji/c368c50f-9389-4a46-9c78-e8e00a923477?utm_referrer=explore&traceInfo=957533d6-1063-478f-8467-d1f7ebbb673d
Personal Assistan,Reformd Group,Operations,Full-Time · On-site,Minimum Associate Degree,,"Job description for Personal Assistan at Reformd GroupRole DescriptionWe are seeking a full-time, on-site Personal Assistant to the Director at ReFormd Group, based in the Jakarta Metropolitan Area. The Personal Assistant will be responsible for providing executive administrative support, managing the director's calendar, assisting with general administrative tasks, and utilizing clerical skills to ensure the smooth operation of daily activities.Qualifications- 3 to 5 years of experience in a personal assistant or executive administrative role- Proficiency in diary/calendar management- Excellent organizational, time management, and administrative skills- Strong attention to detail and problem-solving abilities- Effective communication and interpersonal skills- Fluent in English (both spoken and written)- Ability to travel if required- Previous experience in a similar role is preferred- A Bachelor’s degree in Business Administration or a related field is a plusRead Less",https://glints.com/id/en/opportunities/jobs/personal-assistan/81df8f84-0a00-48b4-a580-3434f568ce6d?utm_referrer=explore&traceInfo=957533d6-1063-478f-8467-d1f7ebbb673d
Operations Supervisor,Oto.com,Operations,Contract · On-site,Minimum Associate Degree,,"Job description for Operations Supervisor at Oto.comResponsibilities:Menetapkan visi, arah, dan budaya tim dengan mengelola harapan kinerja individu dan tim di wilayah tersebut.Meningkatkan sistem operasional, proses, dan kebijakan untuk mendukung misi organisasi.Memastikan penerapan alat digital di dealer pembiayaan.Mengelola pendanaan inventaris dealer dan pemantauan kinerja dealer.Memantau operasi harian, termasuk TAT (Turnaround Time).Melakukan kontrol dan manajemen inventaris lengkap menggunakan sistem manajemen inventaris perusahaan.Memverifikasi aplikasi dealer dan mengambil tindakan yang diperlukan.Menyediakan informasi yang akurat & tepat waktu (MIS) tentang semua parameter bisnis utama kepada manajemen senior serta anggota tim lainnya.Qualifications:Memiliki pemahaman yang baik tentang pendanaan inventaris, pembiayaan berbasis agunan, dan/atau memiliki latar belakang perbankan merupakan nilai tambah.Terbiasa bekerja di lingkungan startup dan bekerja sama dengan tim lintas fungsi, seperti Tim Penjualan dan Tim Kredit.Memiliki pendekatan yang berorientasi pada proses dan disiplin waktu.Pemain tim yang baik serta memiliki keterampilan komunikasi yang luar biasa.Berpikir analitis dan memiliki pengetahuan yang kuat tentang MS Office.Read Less",https://glints.com/id/en/opportunities/jobs/operations-supervisor/71beeb1d-9e88-4450-bd69-43f6bd4426be?utm_referrer=explore&traceInfo=957533d6-1063-478f-8467-d1f7ebbb673d
Catering Supervisor,PT Panna Cotta Multirasa,Operations,Full-Time · On-site,Minimum Bachelor’s Degree,,"Job description for Catering Supervisor at PT Panna Cotta MultirasaDeskripsi Pekerjaan: Mengelola dan meningkatkan efisiensi operasional perusahaan catering untuk memastikan penyediaan layanan makanan yang berkualitas.Memantau semua aspek operasional, termasuk persiapan, penyajian, dan pengantaran makanan.Mengelola tim dapur dan staf layanan, serta memastikan pelatihan yang tepat.Menjamin standar kualitas makanan dan pelayanan sesuai dengan ekspektasi pelanggan.Berinteraksi dengan klien untuk memahami kebutuhan dan menyesuaikan layanan.Bekerja sama dengan chef untuk merancang menu yang menarik dan sesuai permintaan.Mengelola persediaan bahan makanan dan memastikan efisiensi biayaKualifikasi:- Gelar sarjana di bidang manajemen, kuliner, atau bidang terkait.- Pengalaman minimal 5 tahun di posisi manajerial dalam industri catering atau kuliner.- Keterampilan analitis dan kemampuan manajemen yang kuat.- Mampu bekerja dalam tekanan tinggi dan menangani beberapa acara secara bersamaan.- Keterampilan komunikasi yang baik dan kemampuan membangun hubungan dengan klien.Read Less",https://glints.com/id/en/opportunities/jobs/catering-supervisor/90f5aed0-bb73-4580-8784-9b08a7e36190?utm_referrer=explore&traceInfo=957533d6-1063-478f-8467-d1f7ebbb673d
